Country,Status,Date,Center ID,Center,Verified,Type,Activity,Org,Capacity,Equipment (R.A.G),Staff,Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Region,Adm1 ID,District,Adm2 ID,Adm3,Place,Lat,Long,Address,Clinic Website,Notes (example: If closed why?),Source of info,Location in OSM,MTI: Zone,MTI: Zonal Facility,UN Team,UN Site No,UN site name,UTM,UN Gr,UNMIL Grid,UNMIL Grid New
Liberia,Open*,,UN043,Zaway  Clinic,Y,1 Public Clinic,,,,,,1OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,Zaway,6.896173516,-11.136646,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 639 628,29NKH 639 628,29NKH 639 628
Liberia,,19.08.14,LR12-000011,Bendu,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.76214000000,-11.211910,,,,,,,,,,,,,,
Liberia,,19.08.14,LR12-000004,Bomboja,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.62219000000,-11.085810,,,,,,,,,,,,,,
Liberia,Open*,,UN044,Gargar  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.853972355,6.853972355,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 711 581,29NKH 711 581,29NKH 711 581
Liberia,Open*,,UN047,Jundu  Clinic,Y,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.706343509,-11.134903,,,Open and attending to patients - geolocated to village level,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 640 418,29NKH 640 418,29NKH 640 418
Liberia,Open*,19.08.14,UN042,Sinje  Clinic,,Health Center,,MTI,26,,,1 PA,4,NO,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.816628249,-11.135387,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 640 540,29NKH 640 540,29NKH 640 540
Liberia,Open*,,UN041,Vonzula  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Garwula,LBR0502,,,6.765042097,-11.148724,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 625 483,29NKH 625 483,29NKH 625 483
Liberia,Open*,,UN059,Gold Camp  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.139939481,-10.783851,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,LH 030 896,29NLH 030 896,29NLH 030 896
Liberia,Open*,19.08.14,UN058,Lofa Bridge  Clinic,Y,1 Public Clinic,,MTI,,,,1 OIC,4,NO,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,Lofa Bridge,7.070854032,-10.877712,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 926 820,29NKH 926 820,29NKH 926 820
Liberia,,19.08.14,LR12-000025,Mbaloma,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,6.95890000000,-10.998170,,,,,,,,,,,,,,
Liberia,Open*,,UN057,Than  Clinic,,1 Public Clinic,,,,,,1 OIC,4,NO,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,6.982556801,-11.222982,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 544 724,29NKH 544 724,29NKH 544 724
Liberia,,19.08.14,LR12-000027,Than Gola-Kanneh,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.10729000000,-10.897880,,,,,,,,,,,,,,
Liberia,Open*,,UN061,Varguaye  Clinic,,1 Public Clinic,,,,,,1 OIC,2,No,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.160028155,-10.957732,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 838 919,29NKH 838 919,29NKH 838 919
Liberia,,19.08.14,LR12-000029,Vargue,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.15997000000,-10.958800,,,,,,,,,,,,,,
Liberia,Open*,,UN060,Weajue  Clinic,,1 Public Clinic,,,,,,1 OIC,3,No,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.160188361,-10.919714,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 880 919,29NKH 880 919,29NKH 880 919
Liberia,Open*,,UN062,Wealiquah  Clinic,,1 Public Clinic,,,,,,1 OIC,3,No,,,,,,,,Grand Cape Mount,LBR05,Gola Konneh,LBR0503,,,7.220614391,-10.730748,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,LH 089 985,29NLH 089 985,29NLH 089 985
Liberia, ,,LISGIS091,Bendaja Community Clinic,Y,Clinic,,"GOL,MTI",,,,,,,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,Baindaja,7.15797000000,-11.243660,,,,http://www.tlcafrica.com/lisgis/lisgis.htm,,,,,,,,,,
Liberia,,19.08.14,LR12-000013,Damballa,,Health Center,,MTI,12,,,,,,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,Damballa,7.13732000000,-11.281830,,,,,,,,,,,,,,
Liberia,,19.08.14,LR12-000008,Kawelahun Clinic,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,Kawelahun,7.40379000000,-11.027750,,,,,,,,,,,,,,
Liberia,Open*,19.08.14,UN054,Kongo Mano  Clinic,Y,1 Public Clinic,,MOHSW only,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,Kongo Mano River,7.33067000000,-11.137730,,,"Open and attending to patients - 2005 source indicates non-functional (http://www.pureone.com/products/pc/Liberia/Medical/Health%20Facilities_Nationwide_%2020050808.pdf); location originally listed as 6.708905463, -10.9540607 but is not along Kongo Mano River and was switched to a duplicate's location",,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 840 420,29NKH 840 420,29NKH 840 420
Liberia,Open,,UN055,Bamballa  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,,7.22215000000,-11.172650,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KJ 680 055,29NKJ 680 055,29NKJ 680 055
Liberia,Open*,,UN053,Dasalamu  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,,7.232787632,-11.254961,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KJ 510 001,29NKJ 510 001,29NKJ 510 001
Liberia,Open*,,UN056,Vanja  Clinic,,1 Public Clinic,,,,,,1 OIC,3,NO,,,,,,,,Grand Cape Mount,LBR05,Porkpa,LBR0504,,,7.250316007,-10.985280,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KJ 808 019,29NKJ 808 019,29NKJ 808 019
Liberia,,19.08.14,LR12-000021,Bangorma Community Clinic,,Clinic,,"MOHSW, GOL",N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bangoma,7.0818,-11.2109,,,,,,,,,,,,,,
Liberia,,,STF038,Monica Cristina Coneglian ,,,General practitioners,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo,7.01177,-11.373920,R Humaita 51 Cs,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF039,Monica Valeria Rama Cardoso,,Clinic?,GP?,Private?,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo,7.01177,-11.373920,R Md Aparecida Consorte 300,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,Open*,,UN050,Bo Waterside  Clinic,,1 Public Clinic,,MTI,,,,1 OIC,4,NO,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo Waterside,7.010746949,-11.373294,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 378 756,29NKH 378 756,29NKH 378 756
Liberia,,,STF010,Celso Bertolini,,Animal clinic,Veterinar,Private,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo Waterside,7.0118,-11.373900,R Bento Frias 248 Bo 77,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF032,Magali Manhane,,Clinic (?),,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo Waterside,7.0118,-11.373900,R Maranhao 200 Bo 9,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF035,Miriam Midori Arita,,GP? - TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Bo Waterside,7.0118,-11.373900,R Srg Wilson Abel Oliveira Bo 9,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,19.08.14,LR12-000017,Diah Community Clinic,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Diah,6.87795000000,-11.349010,,,,,,,,,,,,,,
Liberia,,19.08.14,LR12-000022,Fahn Jah,,Clinic,MOHSW only,GOL,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Fahnja,7.0162,-11.2623,,,,,,,,,,,,,,
Liberia,,19.08.14,LR12-000015,Gonelor Community Clinic,,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Gonelor,7.03927000000,-11.257900,,,,,,,,,,,,,,
Liberia,Open*,19.08.14,UN051,Kulango  Clinic,,Clinic,,MTI,,,,1 OIC,2,NO,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Kulangor-gissila,6.922100456,-11.387320,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 362 658,29NKH 362 658,29NKH 362 658
Liberia,,19.08.14,LR12-000031,Tahn-Mafa,Y,Clinic,,MTI,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tahn Mafa Village,6.98058,-11.22544,,,,,,,,,,,,,,
Liberia,,,STF002,Alessandra Montemor,,,GP? TBC,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Giordano Bellotto 55,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/",,,,,,,,,,
Liberia,,,STF003,Anaximandro Ricardo Mouro,,,GP? TBC,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Santiss Redentor 121,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF004,Antonio Bento Toledo De Moraes Jr,,,GP? TBC,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Antonio Nery 386,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF005,Antonio Fern Dant Amaral Campos,,,Dentist? TBC,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Manira Jacob Biscaro 341,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF015,Diogenes De Jesus Puentes Betancourt,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R JOAQUIM T DO a GERMANO 130 AP 1,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF019,Eduardo Saliba,,Clinic,,GP,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,Av 11 De Agosto 151,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF020,Flavio Mistretta Raghi De Almeida,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Jose Ferreira Alves 163,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF024,Joao Carlos Dantas Amaral Campos,,Dentist? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Luiz Giovanetti 81,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF026,Jose Moacir Angeli,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Ver Alfredo Melare 52,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF027,Jose Rubens MacRuz Perreira Da Silva,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Manira Jacob Biscaro 341,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF031,Luis Poggi Filho,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Bento Antonio De Moraes 157,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF040,Paula Vidotto,,Clinic?,GP? TBC,Private?,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Do Carmo 215,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF042,Ricardo Paludeto Bellaz,,,Veterinarian,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Jose Pedro Guadrini 56,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF043,Roberto De Toledo Pasquali,,,GP? TBC,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Ten Gelas 331,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,,STF049,Vania Egle Montebello,,GP? TBC,,,,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Tienie,6.96751,-11.312790,R Antonio Belaz 284,,,"http://yellowpages.cybo.com/SL/bomi,_sierra_leone/hospitals/",,,,,,,,,,
Liberia,,19.08.14,LR12-000032,Zaway,Y,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,Verney-Ja,6.89490000000,-11.388850,,,"Center refrences as Zaway here, however coordinates point to town called Verney-Ja - Contact check required",,,,,,,,,,,
Liberia,,19.08.14,LR12-000019,Gondama Clinic,Y,Clinic,,"MTI,GOL",N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,,7.05870000000,-11.355870,,,,,,,,,,,,,,
Liberia,,19.08.14,LR12-000030,Jene-Wonde,,Clinic,,"MTI,GOL",N/A,,,,,,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,,7.07625000000,-11.269160,,,,,,,,,,,,,,
Liberia,Open*,19.08.14,UN052,Mambo  Clinic,Y,1 Public Clinic,,MOHSW only,,,,1 OIC,2,NO,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,,6.997571323,-11.296333,,,Open and attending to patients,http://liberia.ushahidi.com/reports/view/461,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 463 741,29NKH 463 741,29NKH 463 741
Liberia,Open*,,UN049,Tiene  Clinic,,1 Public Clinic,,"GOL,MTI",,,,1 OIC,4,NO,,,,,,,,Grand Cape Mount,LBR05,Tewor,LBR0505,,,6.967668753,-11.311565,,,Open and attending to patients,,,,,UNMO TEAM SITE 01(TUBMANBURG),1,Tubmanburg,29N,KH 446 708,29NKH 446 708,29NKH 446 708
Liberia,,,UN194,Toe Town Clinic,,Clinic,,GOL,,,,-,2,,No,,,,,,,Grand Gedeh,LBR06,B’hai,LBR0601,,Toe Town,6.4050396,-8.556906,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NH 490 080,29NNH 490 080,29NNH 490 080
Liberia,,,UN199,Bargblor Town Clinic,,Clinic,,No,,,8,-,2,,No,,,,,Spring 2014,,Grand Gedeh,LBR06,Cavalla,LBR0602,,"Bargblor Town, Gborbo Clan",6.17891,-8.302040,,,About 12 miles from Zai Town on the Tappita-Zwedru Highway (per Liberia News Agency http://www.liberianewsagency.org/pagesnews.php?nid=916),,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 730 770,29NNG 730 770,29NNG 730 770
Liberia,,,UN203,Beh Town,,Clinic,,Merlin,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,Beh (Gozo),6.178194365,-8.031979,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,PG 071 830,29NPG 071 830,29NPG 071 830
Liberia,  ,,UN202,Janzon Clinic,,Clinic,,"Merlin,GOL",,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,Jazohn,6.223448709,-8.048166,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,PG 053 880,29NPG 053 880,29NPG 053 880
Liberia,,19.08.14,LR15-000004,Zai ,Y*,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,Zai,6.19343000000,-8.293930,,,Changed town name to Zai to match OSM and admin2 to Gbazon to match administrative boundaires from Map Library ,,,,,,,,,,,
Liberia,,19.08.14,LR15-000003,Zleh Town,Y,Health Center,,Merlin,8,,,,,,,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,Zleh Town,6.22689000000,-8.440050,,,,,,,,,,,,,,
Liberia,,,UN201,Borleken Clinic,,,,No,,,,-,2,,No,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,,5.477048223,-8.715720,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 99581 7092,29NNG 99581 7092,29NNG 99581 7092
Liberia,,19.08.14,LR15-000006,Gbarzon Polar,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,,6.16245000000,-8.566830,,,,,,,,,,,,,,
Liberia,,,UN200,Tuzon Clinic,,,,,,,,-,2,,No,,,,,,,Grand Gedeh,LBR06,Cavalla,LBR0602,,,6.169500692,-8.249805,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 830 820,29NNG 830 820,29NNG 830 820
Liberia,,,UN197,Gbarzon Jarwodee Clinic,,Clinic,,Merlin,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Gbao,LBR0603,,Jarwodee,6.11346,-8.599790,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 733 775,29NNG 733 775,29NNG 733 775
Liberia,,,UN196,Polar Town Clinic,,Clinic,,GOL,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Gbao,LBR0603,,Polar Town,6.161709414,-8.564343,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 482 811,29NNG 482 811,29NNG 482 811
Liberia,,,UN195,Gbar Zon (ZleH) Health Center,,,,No,,,,-,12,,On progress,,,,,,,Grand Gedeh,LBR06,Gbao,LBR0603,,,6.26467473,-8.488412,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 5659 9249,29NNG 5659 9249,29NNG 5659 9249
Liberia,,19.08.14,LR15-000015,Ziah Town,Y*,Health Center,,Merlin,4,,,,,,,,,,,,,Grand Gedeh,LBR06,Konobo,LBR0606,,Fargo,5.76421000000,-7.85496,,,"Geolocates to Fargo town, however this is about 2miles north of Ziah Town actual. I changed 'city' to Fargo. The Center name is 'Ziah Town'. Uncertain if the coords are just a bit imprecise or if indeed the clinic is in fargo which appears from satelitte imagery to be more densely populated",,,,,,,,,,,
Liberia,,19.08.14,LR15-000002,Putu Pennoken,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Konobo,LBR0606,,Pennoken,5.60069000000,-8.153720,,,,,,,,,,,,,,
Liberia,,,UN192,Boundary Clinic,,,,,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Konobo,LBR0606,,,5.879643572,-7.995475,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,PG 112 500,29NPG 112 500,29NPG 112 500
Liberia,Pending,17/09/2014,,,,,ETC,No Partner Identified,50,,,,,,,,,,,N/A,N/A,Grand Gedeh,LBR06,Putu,LBR0607,,Grand Gedeh,5.8161533,-8.099554,,,,WHO data,http://www.openstreetmap.org/search?query=5.8161533%09-8.0995537#map=16/5.8162/-8.0996,,,,,,,,,
Liberia,,19.08.14,UN189,Putu Jarwodee Clinic,Y,,,Merlin,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Putu,LBR0607,,Jarwodee,5.61499000000,-8.321080,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,PF 060 910,29NPF 060 910,29NPF 060 910
Liberia,,,UN191,Karlowkeh Clinic,,,,,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Putu,LBR0607,,Karlowieh,5.753266077,-8.151028,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 940 360,29NNG 940 360,29NNG 940 360
Liberia,,,UN190,Pennoken Clinic,,Clinic,,GOL,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Putu,LBR0607,,Pennoken,5.590408605,-8.124181,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 970 180,29NNG 970 180,29NNG 970 180
Liberia,,19.08.14,LR15-000011,Gboloken,Y,Clinic,,Merlin (GOL?),N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Tchien,LBR0608,,Gbloken,6.10795000000,-8.191540,,,,,,,,,,,,,,
Liberia,"
",19.08.14,LR15-000010,MTM (Martha Tubman Memorial Hospital),,Hospital,,Merlin,103,,,2,38 (200 total),,Yes,,,,,,,Grand Gedeh,LBR06,Tchien,LBR0608,,Zwedru,6.07795000000,-8.124340,,,,,,,,,,,,,,
Liberia,,19.08.14,LR15-000001,Putu Karlorwleh,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Tchien,LBR0608,,Zwedru,6.06229000000,-8.138860,,,,,,,,,,,,,,
Liberia,,19.08.14,LR15-000013,Gorbowrogba,,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Tchien,LBR0608,,,6.06245000000,-8.139170,,,,,,,,,,,,,,
Liberia,"
",19.08.14,LR15-000021,Toffoi Town,Y,Clinic,,Merlin,N/A,,,,,,,,,,,,,Grand Gedeh,LBR06,Tchien,LBR0608,,,5.96996000000,-8.086700,,,,,,,,,,,,,,
Liberia,,,UN183,Christ the king Clinic (Private),,,,No,,,,-,N/A,,,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,Zwedru,6.066202198,-8.129768,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 963 706,29NNG 963 706,29NNG 963 706
Liberia,,,UN184,Galapo Health Service (Private),,,,,,,,-,N/A,,,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,,6.066202198,-8.129768,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 963 706,29NNG 963 706,29NNG 963 706
Liberia,,,UN187,Gorbowraba Clinic,,,,,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,,5.784270332,-8.338840,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 732 394,29NNG 732 394,29NNG 732 394
Liberia,,19.08.14,UN186,Kumah Town Clinic,Y,Clinic,,Merlin,,,,-,2,,,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,,5.938833717,-8.245606,,,Coordinates confirmed here: http://www.againstmalaria.com/images/00/03/3243.pdf,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 835 565,29NNG 835 565,29NNG 835 565
Liberia,,,UN182,Martha Tubman Memorial Hospital,,,,,,,,2,38 (200 total),,Yes,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,,6.066202198,-8.129768,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,NG 963 706,29NNG 963 706,29NNG 963 706
Liberia,,,UN188,PTP Refugee Clinic,,,,No,,,,1,14,,Yes,,,,,,,Grand Gedeh,LBR06,Tichen,LBR0608,,,6.030810118,-8.060253,,,,,,,,UNMO TEAM SITE - 07(ZWEDRU),7,Zwedru,29N,PG 040 667,29NPG 040 667,29NPG 040 667
Liberia,,19.08.14,LR18-000011,Picnicess,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Grand Kru,LBR07,Barclayville,LBR0701,,Bailakpo,4.6275,-8.312500,,,,,,,,,,,,,,
Liberia,Pending,,STF051,Barclayville Central High School,,ETC,Ebola Holding Center,US GOV,,,,,,,,,,,,,,Grand Kru,LBR07,Barclayville,LBR0701,,Barclayville,4.67252000000,-8.233040,,,Construction finished 8 Dec 2014 (USA Site build). Start at 10 beds increasing to 50. ,http://goo.gl/pVb4GC,,,,,,,,,,
Liberia,,19.08.14,LR18-000002,Barclayville Health Center,,Health Center,,Merlin,7,,,,,,,,,,,,,Grand Kru,LBR07,Barclayville,LBR0701,,Barclayville,4.67252000000,-8.233040,,,,,,,,,,,,,,
Liberia,,19.08.14,LR18-000014,Filoken Clinic,,Clinic,,MOHSW only,N/A,,,,,,,,,,,,,Grand Kru,LBR07,Barclayville,LBR0701,,Filorken,4.71047000000,-8.158540,,,,,,,,,,,,,,
